district	district_name	results_type	surname	given_name	party	votes	percent_votes	rejected_ballots	total_ballots
48032	Sherwood Park--Fort Saskatchewan	preliminary	Theroux	Aidan	NDP-New Democratic Party	8667	12	0	71938
48032	Sherwood Park--Fort Saskatchewan	preliminary	Thiering	Ron	Liberal	7167	10	0	71938
48032	Sherwood Park--Fort Saskatchewan	preliminary	Villetard	Darren	People's Party	1314	1.8	0	71938
48032	Sherwood Park--Fort Saskatchewan	validated	Genuis	Garnett	Conservative	53600	73.4	321	73371
48032	Sherwood Park--Fort Saskatchewan	validated	McElrea	Patrick	VCP	300	0.4	321	73371
48032	Sherwood Park--Fort Saskatchewan	validated	Sanderson	Laura	Green Party	1592	2.2	321	73371
48032	Sherwood Park--Fort Saskatchewan	validated	Theroux	Aidan	NDP-New Democratic Party	8867	12.1	321	73371
48032	Sherwood Park--Fort Saskatchewan	validated	Thiering	Ron	Liberal	7357	10.1	321	73371
48032	Sherwood Park--Fort Saskatchewan	validated	Villetard	Darren	People's Party	1334	1.8	321	73371
48033	Sturgeon River--Parkland	preliminary	Beauchamp	Tyler	People's Party	1577	2.3	0	67231
48033	Sturgeon River--Parkland	preliminary	Brochu	Ronald	Liberal	4590	6.8	0	67231
48033	Sturgeon River--Parkland	preliminary	Chauvet	Ernest	Christian Heritage Party	421	0.6	0	67231
48033	Sturgeon River--Parkland	preliminary	Desforges	Guy	NDP-New Democratic Party	6794	10.1	0	67231
48033	Sturgeon River--Parkland	preliminary	Lloyd	Dane	Conservative	52163	77.6	0	67231
48033	Sturgeon River--Parkland	preliminary	Romyn	Cass	Green Party	1686	2.5	0	67231
48033	Sturgeon River--Parkland	validated	Beauchamp	Tyler	People's Party	1625	2.4	314	68971
48033	Sturgeon River--Parkland	validated	Brochu	Ronald	Liberal	4696	6.8	314	68971
48033	Sturgeon River--Parkland	validated	Chauvet	Ernest	Christian Heritage Party	416	0.6	314	68971
48033	Sturgeon River--Parkland	validated	Desforges	Guy	NDP-New Democratic Party	6940	10.1	314	68971
48033	Sturgeon River--Parkland	validated	Lloyd	Dane	Conservative	53235	77.5	314	68971
48033	Sturgeon River--Parkland	validated	Romyn	Cass	Green Party	1745	2.5	314	68971
48034	Yellowhead	preliminary	Bowman	Kristine	NDP-New Democratic Party	3781	6.9	0	54961
48034	Yellowhead	preliminary	Francey	Gordon	VCP	105	0.2	0	54961
48034	Yellowhead	preliminary	Galavan	Douglas	People's Party	1576	2.9	0	54961
48034	Yellowhead	preliminary	Hoefsloot	Jeremy	Liberal	2842	5.2	0	54961
48034	Yellowhead	preliminary	Lystang	Cory	Libertarian	215	0.4	0	54961
48034	Yellowhead	preliminary	Satdeo	Angelena	Green Party	1236	2.2	0	54961
48034	Yellowhead	preliminary	Soroka	Gerald	Conservative	45206	82.3	0	54961
48034	Yellowhead	validated	Bowman	Kristine	NDP-New Democratic Party	3898	7	303	56271
48034	Yellowhead	validated	Francey	Gordon	VCP	108	0.2	303	56271
48034	Yellowhead	validated	Galavan	Douglas	People's Party	1592	2.8	303	56271
48034	Yellowhead	validated	Hoefsloot	Jeremy	Liberal	2912	5.2	303	56271
48034	Yellowhead	validated	Lystang	Cory	Libertarian	222	0.4	303	56271
48034	Yellowhead	validated	Satdeo	Angelena	Green Party	1272	2.3	303	56271
48034	Yellowhead	validated	Soroka	Gerald	Conservative	45964	82.1	303	56271
59001	Abbotsford	preliminary	Alderking	Aeriol	Christian Heritage Party	266	0.5	0	48548
59001	Abbotsford	preliminary	Duncan	Locke	People's Party	975	2	0	48548
59001	Abbotsford	preliminary	Fast	Ed	Conservative	25028	51.6	0	48548
59001	Abbotsford	preliminary	Fowler	Stephen	Green Party	3655	7.5	0	48548
59001	Abbotsford	preliminary	Heffernan	Seamus	Liberal	10460	21.5	0	48548
59001	Abbotsford	preliminary	Sauve	Madeleine	NDP-New Democratic Party	8164	16.8	0	48548
59001	Abbotsford	validated	Alderking	Aeriol	Christian Heritage Party	270	0.6	403	49339
59001	Abbotsford	validated	Duncan	Locke	People's Party	985	2	403	49339
59001	Abbotsford	validated	Fast	Ed	Conservative	25162	51.4	403	49339
59001	Abbotsford	validated	Fowler	Stephen	Green Party	3702	7.6	403	49339
59001	Abbotsford	validated	Heffernan	Seamus	Liberal	10560	21.6	403	49339
59001	Abbotsford	validated	Sauve	Madeleine	NDP-New Democratic Party	8257	16.9	403	49339
59002	Burnaby North--Seymour	preliminary	Beech	Terry	Liberal	17404	35.5	0	48988
59002	Burnaby North--Seymour	preliminary	Dahlby	Lewis Clarke	Libertarian	219	0.4	0	48988
59002	Burnaby North--Seymour	preliminary	Dong	Rocky	People's Party	1053	2.1	0	48988
59002	Burnaby North--Seymour	preliminary	Kuttner	Amita	Green Party	4630	9.5	0	48988
59002	Burnaby North--Seymour	preliminary	Leung	Heather	Conservative	9572	19.5	0	48988
59002	Burnaby North--Seymour	preliminary	Robinson	Svend	NDP-New Democratic Party	15844	32.3	0	48988
59002	Burnaby North--Seymour	preliminary	Taylor	Robert	Independent	266	0.5	0	48988
59002	Burnaby North--Seymour	validated	Beech	Terry	Liberal	17770	35.5	466	50525
59002	Burnaby North--Seymour	validated	Dahlby	Lewis Clarke	Libertarian	219	0.4	466	50525
59002	Burnaby North--Seymour	validated	Dong	Rocky	People's Party	1079	2.2	466	50525
59002	Burnaby North--Seymour	validated	Kuttner	Amita	Green Party	4801	9.6	466	50525
59002	Burnaby North--Seymour	validated	Leung	Heather	Conservative	9734	19.4	466	50525
59002	Burnaby North--Seymour	validated	Robinson	Svend	NDP-New Democratic Party	16185	32.3	466	50525
59002	Burnaby North--Seymour	validated	Taylor	Robert	Independent	271	0.5	466	50525
59003	Burnaby South	preliminary	Brar	Neelam	Liberal	10634	23.8	0	44701
59003	Burnaby South	preliminary	Brocki	Rex	Libertarian	243	0.5	0	44701
59003	Burnaby South	preliminary	Rawdah	Al	People's Party	641	1.4	0	44701
59003	Burnaby South	preliminary	Shin	Jay	Conservative	13887	31.1	0	44701
59003	Burnaby South	preliminary	Singh	Jagmeet	NDP-New Democratic Party	16753	37.5	0	44701
59003	Burnaby South	preliminary	Sproule	Brian	ML	62	0.1	0	44701
59003	Burnaby South	preliminary	Wauters	Brennan	Green Party	2481	5.6	0	44701
59003	Burnaby South	validated	Brar	Neelam	Liberal	10706	23.8	417	45423
59003	Burnaby South	validated	Brocki	Rex	Libertarian	246	0.5	417	45423
59003	Burnaby South	validated	Rawdah	Al	People's Party	645	1.4	417	45423
59003	Burnaby South	validated	Shin	Jay	Conservative	13914	30.9	417	45423
59003	Burnaby South	validated	Singh	Jagmeet	NDP-New Democratic Party	16956	37.7	417	45423
59003	Burnaby South	validated	Sproule	Brian	ML	62	0.1	417	45423
59003	Burnaby South	validated	Wauters	Brennan	Green Party	2477	5.5	417	45423
59004	Cariboo--Prince George	preliminary	Calogheros	Tracy	Liberal	10788	19.9	0	54126
59004	Cariboo--Prince George	preliminary	Doherty	Todd	Conservative	28564	52.8	0	54126
59004	Cariboo--Prince George	preliminary	Kerr	Mackenzie	Green Party	4920	9.1	0	54126
59004	Cariboo--Prince George	preliminary	Orr	Michael	Independent	349	0.6	0	54126
59004	Cariboo--Prince George	preliminary	Sapergia	Heather	NDP-New Democratic Party	8321	15.4	0	54126
59004	Cariboo--Prince George	preliminary	Yang	Jing Lan	People's Party	1184	2.2	0	54126
59004	Cariboo--Prince George	validated	Calogheros	Tracy	Liberal	10932	20	321	55095
59004	Cariboo--Prince George	validated	Doherty	Todd	Conservative	28848	52.7	321	55095
59004	Cariboo--Prince George	validated	Kerr	Mackenzie	Green Party	4998	9.1	321	55095
59004	Cariboo--Prince George	validated	Orr	Michael	Independent	350	0.6	321	55095
59004	Cariboo--Prince George	validated	Sapergia	Heather	NDP-New Democratic Party	8440	15.4	321	55095
59004	Cariboo--Prince George	validated	Yang	Jing Lan	People's Party	1206	2.2	321	55095
59005	Central Okanagan--Similkameen--Nicola	preliminary	Albas	Dan	Conservative	30364	47.9	0	63436
59005	Central Okanagan--Similkameen--Nicola	preliminary	Duncan	Allan	People's Party	1338	2.1	0	63436
59005	Central Okanagan--Similkameen--Nicola	preliminary	Mellalieu	Robert	Green Party	4910	7.7	0	63436
59005	Central Okanagan--Similkameen--Nicola	preliminary	Murphy	Mary Ann	Liberal	15843	25	0	63436
59005	Central Okanagan--Similkameen--Nicola	preliminary	Phillip	Joan	NDP-New Democratic Party	10772	17	0	63436
59005	Central Okanagan--Similkameen--Nicola	preliminary	Regier	Jesse	Libertarian	209	0.3	0	63436
59005	Central Okanagan--Similkameen--Nicola	validated	Albas	Dan	Conservative	31135	47.9	341	65276
59005	Central Okanagan--Similkameen--Nicola	validated	Duncan	Allan	People's Party	1345	2.1	341	65276
59005	Central Okanagan--Similkameen--Nicola	validated	Mellalieu	Robert	Green Party	5086	7.8	341	65276
59005	Central Okanagan--Similkameen--Nicola	validated	Murphy	Mary Ann	Liberal	16252	25	341	65276
59005	Central Okanagan--Similkameen--Nicola	validated	Phillip	Joan	NDP-New Democratic Party	10904	16.8	341	65276
59005	Central Okanagan--Similkameen--Nicola	validated	Regier	Jesse	Libertarian	213	0.3	341	65276
59006	Chilliwack--Hope	preliminary	Bogunovic	Rob	People's Party	1744	3.3	0	53272
59006	Chilliwack--Hope	preliminary	Green	Arthur	Green Party	5168	9.7	0	53272
59006	Chilliwack--Hope	preliminary	Lamache	Daniel	Christian Heritage Party	209	0.4	0	53272
59006	Chilliwack--Hope	preliminary	McQuillan	Heather	NDP-New Democratic Party	8868	16.6	0	53272
59006	Chilliwack--Hope	preliminary	O'Donnell	Dorothy-Jean	ML	71	0.1	0	53272
59006	Chilliwack--Hope	preliminary	Strahl	Mark	Conservative	26477	49.7	0	53272
59006	Chilliwack--Hope	preliminary	Velonis	Kelly	Liberal	10735	20.2	0	53272
59006	Chilliwack--Hope	validated	Bogunovic	Rob	People's Party	1760	3.3	226	53981
59006	Chilliwack--Hope	validated	Green	Arthur	Green Party	5243	9.8	226	53981
59006	Chilliwack--Hope	validated	Lamache	Daniel	Christian Heritage Party	202	0.4	226	53981
59006	Chilliwack--Hope	validated	McQuillan	Heather	NDP-New Democratic Party	8957	16.7	226	53981
59006	Chilliwack--Hope	validated	O'Donnell	Dorothy-Jean	ML	73	0.1	226	53981
59006	Chilliwack--Hope	validated	Strahl	Mark	Conservative	26672	49.6	226	53981
59006	Chilliwack--Hope	validated	Velonis	Kelly	Liberal	10848	20.2	226	53981
59007	Cloverdale--Langley City	preliminary	Aldag	John	Liberal	19470	35.4	0	55058
59007	Cloverdale--Langley City	preliminary	Banwarie	Rae	NDP-New Democratic Party	10389	18.9	0	55058
59007	Cloverdale--Langley City	preliminary	Jansen	Tamara	Conservative	20772	37.7	0	55058
59007	Cloverdale--Langley City	preliminary	Kennedy	Ian	People's Party	925	1.7	0	55058
59007	Cloverdale--Langley City	preliminary	Nutbrown	Caelum	Green Party	3502	6.4	0	55058
59007	Cloverdale--Langley City	validated	Aldag	John	Liberal	19542	35.2	415	55903
59007	Cloverdale--Langley City	validated	Banwarie	Rae	NDP-New Democratic Party	10508	18.9	415	55903
59007	Cloverdale--Langley City	validated	Jansen	Tamara	Conservative	20936	37.7	415	55903
59007	Cloverdale--Langley City	validated	Kennedy	Ian	People's Party	930	1.7	415	55903
59007	Cloverdale--Langley City	validated	Nutbrown	Caelum	Green Party	3572	6.4	415	55903
59008	Coquitlam--Port Coquitlam	preliminary	Gower	Christina	NDP-New Democratic Party	13073	23.1	0	56634
59008	Coquitlam--Port Coquitlam	preliminary	Insley	Nicholas	Conservative	19275	34	0	56634
59008	Coquitlam--Port Coquitlam	preliminary	Iova	Dan	VCP	96	0.2	0	56634
59008	Coquitlam--Port Coquitlam	preliminary	McKinnon	Ron	Liberal	19614	34.6	0	56634
59008	Coquitlam--Port Coquitlam	preliminary	Nickason	Brad	Green Party	3889	6.9	0	56634
59008	Coquitlam--Port Coquitlam	preliminary	Spornicu	Roland	People's Party	687	1.2	0	56634
59008	Coquitlam--Port Coquitlam	validated	Gower	Christina	NDP-New Democratic Party	13383	23	314	58489
59008	Coquitlam--Port Coquitlam	validated	Insley	Nicholas	Conservative	19788	34	314	58489
59008	Coquitlam--Port Coquitlam	validated	Iova	Dan	VCP	98	0.2	314	58489
59008	Coquitlam--Port Coquitlam	validated	McKinnon	Ron	Liberal	20178	34.7	314	58489
59008	Coquitlam--Port Coquitlam	validated	Nickason	Brad	Green Party	4025	6.9	314	58489
59008	Coquitlam--Port Coquitlam	validated	Spornicu	Roland	People's Party	703	1.2	314	58489
59009	Courtenay--Alberni	preliminary	Biley	Barbara	ML	168	0.2	0	71173
59009	Courtenay--Alberni	preliminary	Gowans	Jonah Baden	Liberal	8513	12	0	71173
59009	Courtenay--Alberni	preliminary	Horner	Byron	Conservative	23516	33	0	71173
59009	Courtenay--Alberni	preliminary	Johns	Gord	NDP-New Democratic Party	29407	41.3	0	71173
59009	Courtenay--Alberni	preliminary	Wood	Sean	Green Party	9569	13.4	0	71173
59009	Courtenay--Alberni	validated	Biley	Barbara	ML	172	0.2	359	72639
59009	Courtenay--Alberni	validated	Gowans	Jonah Baden	Liberal	8620	11.9	359	72639
59009	Courtenay--Alberni	validated	Horner	Byron	Conservative	23936	33.1	359	72639
59009	Courtenay--Alberni	validated	Johns	Gord	NDP-New Democratic Party	29790	41.2	359	72639
59009	Courtenay--Alberni	validated	Wood	Sean	Green Party	9762	13.5	359	72639
59010	Cowichan--Malahat--Langford	preliminary	Chen	Rhonda	People's Party	1050	1.6	0	63802
59010	Cowichan--Malahat--Langford	preliminary	DeLong	Alana	Conservative	16456	25.8	0	63802
59010	Cowichan--Malahat--Langford	preliminary	Herbert	Blair	Liberal	10125	15.9	0	63802
59010	Cowichan--Malahat--Langford	preliminary	Hwitsum	Lydia	Green Party	12880	20.2	0	63802
59010	Cowichan--Malahat--Langford	preliminary	MacGregor	Alistair	NDP-New Democratic Party	23095	36.2	0	63802
59010	Cowichan--Malahat--Langford	preliminary	Stanbridge	Robin Morton	Christian Heritage Party	196	0.3	0	63802
59010	Cowichan--Malahat--Langford	validated	Chen	Rhonda	People's Party	1066	1.6	282	65510
59010	Cowichan--Malahat--Langford	validated	DeLong	Alana	Conservative	16959	26	282	65510
59010	Cowichan--Malahat--Langford	validated	Herbert	Blair	Liberal	10301	15.8	282	65510
59010	Cowichan--Malahat--Langford	validated	Hwitsum	Lydia	Green Party	13181	20.2	282	65510
59010	Cowichan--Malahat--Langford	validated	MacGregor	Alistair	NDP-New Democratic Party	23519	36.1	282	65510
59010	Cowichan--Malahat--Langford	validated	Stanbridge	Robin Morton	Christian Heritage Party	202	0.3	282	65510
59011	Delta	preliminary	Anderson-Fennell	Randy	NDP-New Democratic Party	8654	16.2	0	53288
59011	Delta	preliminary	Bains	Amarit	Independent	397	0.7	0	53288
59011	Delta	preliminary	Bennett	Tony	Independent	383	0.7	0	53288
59011	Delta	preliminary	Corbet	Tanya	Conservative	17638	33.1	0	53288
59011	Delta	preliminary	DeCraene	Craig	Green Party	3310	6.2	0	53288
59011	Delta	preliminary	Ireland	Angelina	People's Party	937	1.8	0	53288
59011	Delta	preliminary	Qualtrough	Carla	Liberal	21969	41.2	0	53288
59011	Delta	validated	Anderson-Fennell	Randy	NDP-New Democratic Party	8792	16.3	361	54337
59011	Delta	validated	Bains	Amarit	Independent	398	0.7	361	54337
59011	Delta	validated	Bennett	Tony	Independent	385	0.7	361	54337
59011	Delta	validated	Corbet	Tanya	Conservative	17809	33	361	54337
59011	Delta	validated	DeCraene	Craig	Green Party	3387	6.3	361	54337
59011	Delta	validated	Ireland	Angelina	People's Party	948	1.8	361	54337
59011	Delta	validated	Qualtrough	Carla	Liberal	22257	41.2	361	54337
59012	Fleetwood--Port Kells	preliminary	Baertl	Tanya	Green Party	2324	4.8	0	48194
59012	Fleetwood--Port Kells	preliminary	Hardie	Ken	Liberal	18149	37.7	0	48194
59012	Fleetwood--Port Kells	preliminary	Ohana	Annie	NDP-New Democratic Party	10293	21.4	0	48194
59012	Fleetwood--Port Kells	preliminary	Poulin	Mike	People's Party	1081	2.2	0	48194
59012	Fleetwood--Port Kells	preliminary	Purewal	Shinder	Conservative	16347	33.9	0	48194
59012	Fleetwood--Port Kells	validated	Baertl	Tanya	Green Party	2378	4.8	329	49571
59012	Fleetwood--Port Kells	validated	Hardie	Ken	Liberal	18545	37.7	329	49571
59012	Fleetwood--Port Kells	validated	Ohana	Annie	NDP-New Democratic Party	10569	21.5	329	49571
59012	Fleetwood--Port Kells	validated	Poulin	Mike	People's Party	1104	2.2	329	49571
59012	Fleetwood--Port Kells	validated	Purewal	Shinder	Conservative	16646	33.8	329	49571
59013	Kamloops--Thompson--Cariboo	preliminary	Cheeseborough	Kira	Animal Protection Party	317	0.4	0	71703
59013	Kamloops--Thompson--Cariboo	preliminary	Currie	Iain	Green Party	8696	12.1	0	71703
59013	Kamloops--Thompson--Cariboo	preliminary	Egli	Cynthia	NDP-New Democratic Party	9824	13.7	0	71703
59013	Kamloops--Thompson--Cariboo	preliminary	Finlayson	Ken	People's Party	1123	1.6	0	71703
59013	Kamloops--Thompson--Cariboo	preliminary	Kerek	Peter	Communist	143	0.2	0	71703
59013	Kamloops--Thompson--Cariboo	preliminary	Lake	Terry	Liberal	19543	27.3	0	71703
59013	Kamloops--Thompson--Cariboo	preliminary	McLeod	Cathy	Conservative	32057	44.7	0	71703
59013	Kamloops--Thompson--Cariboo	validated	Cheeseborough	Kira	Animal Protection Party	321	0.4	311	72764
59013	Kamloops--Thompson--Cariboo	validated	Currie	Iain	Green Party	8789	12.1	311	72764
59013	Kamloops--Thompson--Cariboo	validated	Egli	Cynthia	NDP-New Democratic Party	9936	13.7	311	72764
59013	Kamloops--Thompson--Cariboo	validated	Finlayson	Ken	People's Party	1132	1.6	311	72764
59013	Kamloops--Thompson--Cariboo	validated	Kerek	Peter	Communist	144	0.2	311	72764
59013	Kamloops--Thompson--Cariboo	validated	Lake	Terry	Liberal	19716	27.2	311	72764
59013	Kamloops--Thompson--Cariboo	validated	McLeod	Cathy	Conservative	32415	44.7	311	72764
59014	Kelowna--Lake Country	preliminary	Ashley	Travis	Green Party	5025	7.4	0	67865
59014	Kelowna--Lake Country	preliminary	Barr	John	People's Party	1208	1.8	0	67865
59014	Kelowna--Lake Country	preliminary	Fuhr	Stephen	Liberal	22150	32.6	0	67865
59014	Kelowna--Lake Country	preliminary	Gray	Tracy	Conservative	31037	45.7	0	67865
59014	Kelowna--Lake Country	preliminary	Joseph	Daniel	Independent	151	0.2	0	67865
59014	Kelowna--Lake Country	preliminary	Kulik	Justin	NDP-New Democratic Party	8229	12.1	0	67865
59014	Kelowna--Lake Country	preliminary	Socrates	Silverado	Independent	65	0.1	0	67865
59014	Kelowna--Lake Country	validated	Ashley	Travis	Green Party	5171	7.5	305	69425
59014	Kelowna--Lake Country	validated	Barr	John	People's Party	1225	1.8	305	69425
59014	Kelowna--Lake Country	validated	Fuhr	Stephen	Liberal	22627	32.7	305	69425
59014	Kelowna--Lake Country	validated	Gray	Tracy	Conservative	31497	45.6	305	69425
59014	Kelowna--Lake Country	validated	Joseph	Daniel	Independent	152	0.2	305	69425
59014	Kelowna--Lake Country	validated	Kulik	Justin	NDP-New Democratic Party	8381	12.1	305	69425
59014	Kelowna--Lake Country	validated	Socrates	Silverado	Independent	67	0.1	305	69425
59015	Kootenay--Columbia	preliminary	Brynne	Abra	Green Party	5998	9	0	66327
59015	Kootenay--Columbia	preliminary	Goldsbury	Robin	Liberal	6033	9.1	0	66327
59015	Kootenay--Columbia	preliminary	Miller	Trev	Animal Protection Party	336	0.5	0	66327
59015	Kootenay--Columbia	preliminary	Morrison	Rob	Conservative	29893	45.1	0	66327
59015	Kootenay--Columbia	preliminary	Stetski	Wayne	NDP-New Democratic Party	22707	34.2	0	66327
59015	Kootenay--Columbia	preliminary	Stewart	Rick	People's Party	1360	2.1	0	66327
59015	Kootenay--Columbia	validated	Brynne	Abra	Green Party	6145	9.1	266	67596
59015	Kootenay--Columbia	validated	Goldsbury	Robin	Liberal	6151	9.1	266	67596
59015	Kootenay--Columbia	validated	Miller	Trev	Animal Protection Party	339	0.5	266	67596
59015	Kootenay--Columbia	validated	Morrison	Rob	Conservative	30168	44.8	266	67596
59015	Kootenay--Columbia	validated	Stetski	Wayne	NDP-New Democratic Party	23149	34.4	266	67596
59015	Kootenay--Columbia	validated	Stewart	Rick	People's Party	1378	2	266	67596
59016	Langley--Aldergrove	preliminary	Dipietra-Cudmore	Natalie	People's Party	1273	2.1	0	61537
59016	Langley--Aldergrove	preliminary	Farstad	Kaija	Green Party	4704	7.6	0	61537
59016	Langley--Aldergrove	preliminary	Jensen	Leon	Liberal	15700	25.5	0	61537
59016	Langley--Aldergrove	preliminary	Joehl	Alex	Libertarian	489	0.8	0	61537
59016	Langley--Aldergrove	preliminary	Van Popta	Tako	Conservative	28953	47	0	61537
59016	Langley--Aldergrove	preliminary	Wakelin	Stacey	NDP-New Democratic Party	10418	16.9	0	61537
59016	Langley--Aldergrove	validated	Dipietra-Cudmore	Natalie	People's Party	1305	2.1	373	63825
59016	Langley--Aldergrove	validated	Farstad	Kaija	Green Party	4881	7.7	373	63825
59016	Langley--Aldergrove	validated	Jensen	Leon	Liberal	16254	25.6	373	63825
59016	Langley--Aldergrove	validated	Joehl	Alex	Libertarian	499	0.8	373	63825
59016	Langley--Aldergrove	validated	Van Popta	Tako	Conservative	29823	47	373	63825
59016	Langley--Aldergrove	validated	Wakelin	Stacey	NDP-New Democratic Party	10690	16.8	373	63825
